site_id,year,first_snow_melt,cont_snow_acc,last_snow_melt,first_snow_acc,max_swe,max_swe_doy,network,state,site_name,description,start,end,latitude,longitude,elev,county,aspect,slope,hillshade,canopy_height,modis_snow_melt,modis_snow_acc,LC
414,2004,149,292,149,264,1054,79,SNTL,MT,copper camp ,Copper Creek (170102030103),1972-01-01,2100-01-01,47.08,-112.73,6950,Lewis And Clark,124.430488586426,6.11860322952271,190,0,126,316,10
414,2010,164,315,170,297,798,106,SNTL,MT,copper camp ,Copper Creek (170102030103),1972-01-01,2100-01-01,47.08,-112.73,6950,Lewis And Clark,124.430488586426,6.11860322952271,190,0,135,309,10
414,2011,187,297,187,283,1610,126,SNTL,MT,copper camp ,Copper Creek (170102030103),1972-01-01,2100-01-01,47.08,-112.73,6950,Lewis And Clark,124.430488586426,6.11860322952271,190,0,172,293,10
415,2008,165,290,165,290,518,106,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,141,304,1
415,2005,147,302,147,282,348,122,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,140,281,1
415,2006,147,287,147,263,488,107,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,138,286,1
415,2007,154,287,177,287,439,115,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,138,284,1
415,2012,129,315,134,286,262,82,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,102,337,1
415,2013,154,287,154,266,389,116,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,137,286,1
415,2010,149,295,149,295,320,97,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,141,293,1
415,2011,170,298,170,281,655,126,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,155,297,1
415,2015,163,295,163,295,394,120,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,153,289,1
415,2004,138,301,138,301,262,104,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,126,297,1
415,2003,162,306,162,306,523,115,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,NA,303,1
415,2014,161,307,161,285,572,107,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,140,313,1
415,2009,148,297,148,280,470,112,SNTL,CO,copper mountain ,West Tenmile Creek (140100020302),1978-10-01,2100-01-01,39.49,-106.17,10550,Summit,6.63251495361328,9.61828994750977,148,21,134,292,1
416,2003,30,333,82,314,48,8,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,NA,345,6
416,2008,80,341,80,283,201,55,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,71,347,6
416,2006,1,346,82,331,0,1,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,1,360,6
416,2007,69,333,83,333,89,54,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,2,338,6
416,2012,42,348,81,313,76,1,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,40,347,6
416,2013,47,324,73,319,76,25,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,36,364,6
416,2010,102,323,124,278,320,71,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,88,360,6
416,2011,70,336,70,308,64,36,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,27,334,6
416,2015,38,346,38,320,38,32,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,6,341,6
416,2004,77,317,122,313,104,66,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,8,355,6
416,2005,82,365,87,365,198,66,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,1,364,6
416,2014,18,346,62,346,5,1,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,1,364,6
416,2009,60,332,60,315,99,6,SNTL,AZ,coronado trail ,Coleman Creek (150400040501),1978-12-01,2100-01-01,33.8,-109.15,8400,Apache,277.305755615234,4.55200338363647,178,26,30,338,6
417,2003,151,304,151,304,475,131,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,NA,301,10
417,2005,167,329,167,329,808,134,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,139,328,10
417,2008,142,343,160,285,411,102,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,104,346,10
417,2004,141,291,141,264,437,114,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,85,289,10
417,2010,159,311,159,296,414,104,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,109,307,10
417,2011,167,308,167,278,584,120,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,125,361,10
417,2012,117,313,117,297,196,80,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,3,342,10
417,2009,143,314,143,271,490,107,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,111,337,10
417,2015,122,306,131,302,249,71,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,78,304,10
417,2014,149,306,149,306,422,96,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,100,315,10
417,2006,140,315,140,289,572,108,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,118,314,10
417,2007,137,331,161,266,345,114,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,76,328,10
417,2013,135,301,135,268,348,93,SNTL,NV,corral canyon ,Corral Creek (160401030401),1978-10-01,2100-01-01,40.28,-115.54,8440,Elko,18.3863143920898,5.74300575256348,163,0,111,322,10
418,2004,176,292,176,286,907,91,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,68,288,1
418,2003,178,309,178,309,899,128,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,NA,299,1
418,2009,192,286,192,286,1064,134,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,111,306,1
418,2006,180,310,180,289,1080,113,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,118,304,1
418,2008,197,308,197,285,1074,125,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,137,332,1
418,2013,186,307,186,271,963,114,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,50,303,1
418,2014,190,313,190,284,1095,118,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,120,312,1
418,2007,186,270,186,270,904,115,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,129,307,1
418,2012,200,316,200,293,1181,112,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,113,291,1
418,2005,152,301,152,289,394,110,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,65,324,1
418,2011,218,297,218,277,1194,151,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,157,302,1
418,2010,194,296,194,296,848,131,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,133,294,1
418,2015,155,304,155,247,457,105,SNTL,WA,corral pass ,Silver Creek-White River (171100140307),1980-09-01,2100-01-01,47.02,-121.46,5800,Pierce,130.821060180664,7.60998678207397,195,29,66,295,1
419,2004,133,291,133,291,470,75,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,153,290,1
419,2005,145,304,161,276,508,90,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,146,299,1
419,2008,168,307,168,285,683,104,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,167,304,1
419,2009,152,296,152,273,762,107,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,148,272,1
419,2012,138,297,138,297,475,80,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,135,311,1
419,2013,144,276,144,268,478,113,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,145,300,1
419,2014,156,300,171,283,800,97,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,153,312,1
419,2007,136,290,160,278,483,93,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,134,311,1
419,2003,145,302,145,260,602,97,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,NA,299,1
419,2015,143,299,143,299,516,85,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,163,297,1
419,2006,143,292,143,264,772,97,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,152,306,1
419,2011,180,297,180,279,945,120,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,182,303,1
419,2010,160,297,160,297,439,99,SNTL,WY,cottonwood creek ,Cottonwood Creek (170401050107),1982-10-01,2100-01-01,42.65,-110.81,7670,Lincoln,236.043350219727,12.2577228546143,198,19,166,293,1
420,2004,112,331,112,299,439,68,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,68,308,1
420,2003,26,323,140,323,99,2,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,NA,299,1
420,2007,129,305,129,292,450,63,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,96,296,1
420,2005,21,327,111,307,64,15,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,24,326,1
420,2006,134,313,134,303,584,79,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,113,295,1
420,2011,167,315,167,306,622,124,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,112,291,1
420,2012,148,337,148,294,719,98,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,112,285,1
420,2013,147,365,147,306,658,110,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,50,299,1
420,2010,20,321,140,299,76,2,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,83,307,1
420,2015,9,346,118,320,64,5,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,7,289,1
420,2008,179,342,179,308,1186,118,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,136,301,1
420,2009,155,310,155,299,851,103,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,97,316,1
420,2014,1,358,122,326,0,1,SNTL,WA,cougar mountain ,North Fork Green River (171100130202),1980-09-01,2100-01-01,47.28,-121.67,3200,King,346.666656494141,8.94815540313721,151,36,102,292,1
422,2004,82,359,82,299,221,66,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,82,362,10
422,2005,30,332,103,316,46,17,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,21,303,10
422,2009,102,315,120,276,132,93,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,110,312,10
422,2010,76,317,124,315,84,4,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,105,307,10
422,2007,71,330,88,327,71,8,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,75,315,10
422,2013,87,346,111,319,132,60,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,90,331,10
422,2014,69,345,171,317,107,54,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,81,316,10
422,2015,26,344,134,320,53,5,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,43,311,10
422,2008,111,342,129,308,190,48,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,125,341,10
422,2003,26,319,117,306,30,2,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,NA,318,10
422,2006,93,351,93,329,97,80,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,109,324,10
422,2012,5,342,98,296,5,2,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,105,292,10
422,2011,98,365,98,306,107,89,SNTL,OR,county line ,Middle Meadow Creek (170601040202),1980-06-01,2100-01-01,45.19,-118.55,4830,Umatilla,227.260498046875,0.831874489784241,182,21,113,306,10
423,2005,118,307,118,305,251,89,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,121,297,1
423,2006,127,314,127,314,513,85,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,132,305,1
423,2009,119,315,119,276,307,93,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,135,314,1
423,2010,127,323,127,313,305,97,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,133,313,1
423,2008,137,342,137,309,442,92,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,137,339,1
423,2013,105,320,105,309,170,80,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,114,299,1
423,2014,117,317,117,317,259,62,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,120,316,1
423,2015,101,320,101,313,188,36,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,106,312,1
423,2003,126,306,126,306,343,86,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,NA,318,1
423,2004,114,327,114,302,396,66,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,113,326,1
423,2007,114,330,114,291,318,62,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,116,310,1
423,2012,119,342,119,296,376,81,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,128,320,1
423,2011,134,306,134,306,394,89,SNTL,ID,cozy cove ,Deadwood River-Deadwood Reservoir (170501200403),1978-10-01,2100-01-01,44.29,-115.66,5380,Valley,20.3628311157227,3.48538637161255,170,0,139,306,1
424,2003,144,306,144,283,274,99,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,NA,305,1
424,2004,129,291,140,291,376,69,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,116,288,1
424,2006,142,315,142,282,513,102,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,133,305,1
424,2007,119,333,119,291,224,69,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,106,329,1
424,2005,143,304,160,276,442,97,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,141,316,1
424,2008,142,308,142,285,366,100,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,137,339,1
424,2009,140,299,140,277,356,93,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,135,313,1
424,2010,137,312,137,312,272,97,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,169,308,1
424,2011,153,308,153,279,485,116,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,152,306,1
424,2012,114,314,114,296,262,81,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,111,292,1
424,2015,111,303,116,303,147,39,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,102,296,1
424,2014,124,317,135,317,234,93,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,120,316,1
424,2013,129,301,129,268,284,82,SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1980-08-01,2100-01-01,44.44,-111.99,6860,Clark,35.6045341491699,4.61315774917603,168,19,133,300,1
425,2004,162,291,162,291,1234,79,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,157,288,1
425,2008,187,308,187,294,1702,120,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,168,322,1
425,2009,175,297,175,286,1356,94,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,138,308,1
425,2011,199,298,199,279,1897,131,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,183,291,1
425,2012,183,312,183,294,1440,97,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,113,292,1
425,2013,163,301,163,272,1224,112,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,156,303,1
425,2010,171,297,171,297,899,101,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,159,294,1
425,2015,151,301,151,299,958,105,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,130,294,1
425,2005,155,303,155,274,968,108,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,146,298,1
425,2014,184,305,184,296,1737,119,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,173,293,1
425,2003,170,305,170,284,1420,103,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,NA,298,1
425,2006,165,313,165,260,1341,104,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,135,301,1
425,2007,160,314,160,271,1095,97,SNTL,ID,crater meadows ,Middle Weitas Creek (170603070502),1984-08-01,2100-01-01,46.56,-115.29,5960,Clearwater,165.825164794922,6.94581699371338,200,24,136,310,1
426,2003,137,305,137,305,386,99,SNTL,CO,crosho ,Outlet Hunt Creek (140500010106),1986-09-01,2100-01-01,40.17,-107.06,9100,Rio Blanco,79.8322219848633,2.88918828964233,179,18,NA,303,10
